"","ChunkHash","Activation"
"935",111578,-8.01035958891978
"936",111836,-7.74261486358388
"937",112253,-7.89415200392339
"938",112577,-8.01035958891978
"939",112824,-8.01035958891978
"940",113202,-7.29993349000002
"941",113203,-7.29993349000002
"942",113310,-8.01035958891978
"943",113312,-8.01035958891978
"944",113326,-8.01035958891978
"945",113531,-7.85262413096774
"946",113635,-7.8192133140351
"947",114344,-8.01035958891978
"948",114599,-8.01035958891978
"949",114885,-8.01035958891978
"950",114947,-8.01035958891978
"951",115049,-8.01035958891978
"952",115363,-7.86744572539848
"953",115715,-8.01035958891978
"954",116110,-8.01035958891978
"955",116534,-8.01035958891978
"956",116535,-8.01035958891978
"957",116566,-8.01035958891978
"958",116567,-8.01035958891978
"959",116675,-8.01035958891978
"960",116809,-8.01035958891978
"961",116944,-7.80015127807424
"962",117757,-8.01035958891978
"963",117781,-8.01035958891978
"964",117802,-8.01035958891978
"965",118598,-7.77907917494267
"966",118819,-8.01035958891978
"967",119789,-8.01035958891978
"968",119875,-8.01035958891978
"969",120185,-8.01035958891978
"970",120221,-8.01035958891978
"971",121266,-8.01035958891978
"972",121637,-8.01035958891978
"973",122242,-7.77907917494267
"974",122667,-7.66152184196225
"975",122778,-8.01035958891978
"976",123267,-8.01035958891978
"977",123310,-8.01035958891978
"978",123546,-8.01035958891978
"979",123758,-8.01035958891978
"980",123787,-8.01035958891978
"981",124188,-7.24014312239315
"982",124909,-8.01035958891978
"983",125306,-8.01035958891978
"984",125656,-8.01035958891978
"985",125955,-8.01035958891978
"986",126488,-8.01035958891978
"987",126906,-7.66152184196225
"988",127191,-7.80015127807424
"989",127859,-8.01035958891978
"990",128052,-8.01035958891978
"991",128172,-8.01035958891978
"992",128176,-8.01035958891978
"993",128304,-8.01035958891978
"994",128498,-8.01035958891978
"995",128503,-7.7555225678114
"996",128539,-8.01035958891978
"997",129000,-8.01035958891978
